,symbol,name of company,macro sector,sector,industry,basic industry,market cap
814,INDBANK,Indbank Merchant Banking Services Limited,Financial Services,Financial Services,Capital Markets,Stockbroking & Allied,167.53
1130,MASTERTR,Master Trust Limited,Financial Services,Financial Services,Capital Markets,Stockbroking & Allied,1448.23
779,HYBRIDFIN,Hybrid Financial Services Limited,Financial Services,Financial Services,Capital Markets,Stockbroking & Allied,39.86
803,IIFLCAPS,IIFL Capital Services Limited,Financial Services,Financial Services,Capital Markets,Stockbroking & Allied,7107.89
1144,MCX,Multi Commodity Exchange of India Limited,Financial Services,Financial Services,Capital Markets,Exchange and Data Platform,28089.9
1696,SMCGLOBAL,SMC Global Securities Limited,Financial Services,Financial Services,Capital Markets,Stockbroking & Allied,1317.65
787,ICRA,ICRA Limited,Financial Services,Financial Services,Capital Markets,Ratings,5790.74
721,HDFCAMC,HDFC Asset Management Company Limited,Financial Services,Financial Services,Capital Markets,Asset Management Company,78485.25
1,21STCENMGM,21st Century Management Services Limited,Financial Services,Financial Services,Capital Markets,Other Capital Market related Services,85.21
2,360ONE,360 ONE WAM LIMITED,Financial Services,Financial Services,Capital Markets,Stockbroking & Allied,39410.09
6,5PAISA,5Paisa Capital Limited,Financial Services,Financial Services,Capital Markets,Stockbroking & Allied,1190.56
31,ABSLAMC,Aditya Birla Sun Life AMC Limited,Financial Services,Financial Services,Capital Markets,Asset Management Company,17778.04
1184,MONARCH,Monarch Networth Capital Limited,Financial Services,Financial Services,Capital Markets,Stockbroking & Allied,2932.77
976,KFINTECH,Kfin Technologies Limited,Financial Services,Financial Services,Capital Markets,Depositories Clearing Houses and Other Intermediaries,18424.34
980,KHANDSE,Khandwala Securities Limited,Financial Services,Financial Services,Capital Markets,Stockbroking & Allied,40.04
1990,VISAKAIND,Visaka Industries Limited,Commodities,Construction Materials,Cement & Cement Products,Cement & Cement Products,682.6
1599,SAURASHCEM,Saurashtra Cement Limited,Commodities,Construction Materials,Cement & Cement Products,Cement & Cement Products,1087.91
817,INDIACEM,The India Cements Limited,Commodities,Construction Materials,Cement & Cement Products,Cement & Cement Products,8432.3
1237,NCLIND,NCL Industries Limited,Commodities,Construction Materials,Cement & Cement Products,Cement & Cement Products,890.18
32,ACC,ACC Limited,Commodities,Construction Materials,Cement & Cement Products,Cement & Cement Products,37553.7
1110,MANGLMCEM,Mangalam Cement Limited,Commodities,Construction Materials,Cement & Cement Products,Cement & Cement Products,2194.01
274,BIGBLOC,Bigbloc Construction Limited,Commodities,Construction Materials,Cement & Cement Products,Cement & Cement Products,1174.65
1466,RAMCOCEM,The Ramco Cements Limited,Commodities,Construction Materials,Cement & Cement Products,Cement & Cement Products,21431.72
1581,SANGHIIND,Sanghi Industries Limited,Commodities,Construction Materials,Cement & Cement Products,Cement & Cement Products,1586.12
121,APCL,Anjani Portland Cement Limited,Commodities,Construction Materials,Cement & Cement Products,Cement & Cement Products,467.06
38,ACL,Andhra Cements Limited,Commodities,Construction Materials,Cement & Cement Products,Cement & Cement Products,642.9
1918,ULTRACEMCO,UltraTech Cement Limited,Commodities,Construction Materials,Cement & Cement Products,Cement & Cement Products,324614.35
1293,NUVOCO,Nuvoco Vistas Corporation Limited,Commodities,Construction Materials,Cement & Cement Products,Cement & Cement Products,11893.3
103,AMBUJACEM,Ambuja Cements Limited,Commodities,Construction Materials,Cement & Cement Products,Cement & Cement Products,134732.85
437,DECCANCE,Deccan Cements Limited,Commodities,Construction Materials,Cement & Cement Products,Cement & Cement Products,896.48
974,KESORAMIND,Kesoram Industries Limited,Commodities,Construction Materials,Cement & Cement Products,Cement & Cement Products,6673.06
916,JKLAKSHMI,JK Lakshmi Cement Limited,Commodities,Construction Materials,Cement & Cement Products,Cement & Cement Products,9531.28
412,DALBHARAT,Dalmia Bharat Limited,Commodities,Construction Materials,Cement & Cement Products,Cement & Cement Products,33864.89
965,KCP,KCP Limited,Commodities,Construction Materials,Cement & Cement Products,Cement & Cement Products,2574.56
1738,STARCEMENT,Star Cement Limited,Commodities,Construction Materials,Cement & Cement Products,Cement & Cement Products,8578.11
945,KAKATCEM,Kakatiya Cement Sugar & Industries Limited,Commodities,Construction Materials,Cement & Cement Products,Cement & Cement Products,132.16
1911,UDAICEMENT,Udaipur Cement Works Limited,Commodities,Construction Materials,Cement & Cement Products,Cement & Cement Products,1614.35
914,JKCEMENT,JK Cement Limited,Commodities,Construction Materials,Cement & Cement Products,Cement & Cement Products,37459.65
1321,ORIENTCEM,Orient Cement Limited,Commodities,Construction Materials,Cement & Cement Products,Cement & Cement Products,6738.89
1656,SHREECEM,SHREE CEMENT LIMITED,Commodities,Construction Materials,Cement & Cement Products,Cement & Cement Products,93970.5
1429,PRSMJOHNSN,Prism Johnson Limited,Commodities,Construction Materials,Cement & Cement Products,Cement & Cement Products,6724.34
1655,SHREDIGCEM,Shree Digvijay Cement Co.Ltd,Commodities,Construction Materials,Cement & Cement Products,Cement & Cement Products,1045.05
